Title,Description,Source,Fetched Date,Combined Text,Sentiment,Score
These 74 robotics companies are hiring,From the looks of things companies in the category including Agility Robotics and Formlogic cant hire quickly enough,TechCrunch,2024-08-25T07:16:13.884931,74 robotics company hiring . look thing company category including agility robotics formlogic cant hire quickly enough,0.0,Neutral
TechCrunch Minute Tech billionaires want to build a utopian city in California,A crew of tech billionaires have been trying to get the California Forever project off the ground which would create a new supposedly utopian city,TechCrunch,2024-08-25T07:16:13.884931,techcrunch minute tech billionaire want build utopian city california . crew tech billionaire trying get california forever project ground would create new supposedly utopian city,0.34,Positive
Threads confirms it is experimenting with ephemeral posts,Automatically disappearing posts on social networks could be handy for users who have a habit of deleting their posts through thirdparty tools or if the context of those posts is,TechCrunch,2024-08-25T07:16:13.884931,thread confirms experimenting ephemeral post . automatically disappearing post social network could handy user habit deleting post thirdparty tool context post,0.0,Neutral
Disappointed but not surprised Former employees speak on OpenAIs opposition to SB 1047,Two former OpenAI researchers who resigned this year over safety concerns say they are disappointed but not surprised by OpenAIs decision to oppose Californias bill to prevent AI disasters SB,TechCrunch,2024-08-25T07:16:13.884931,disappointed surprised former employee speak openais opposition sb 1047. two former openai researcher resigned year safety concern say disappointed surprised openais decision oppose california bill prevent ai disaster sb,-0.765,Negative
VC Neil Mehta whos quietly nabbing prized SF property plans a Y Combinator for restaurants,Neil Mehta the VC behind the acquisition of a string of properties on San Franciscos tony Fillmore Street made waves earlier this week for reportedly throwing longestablished local restaurants to,TechCrunch,2024-08-25T07:16:13.884931,vc neil mehta who quietly nabbing prized sf property plan combinator restaurant . neil mehta vc behind acquisition string property san franciscos tony fillmore street made wave earlier week reportedly throwing longestablished local restaurant,0.5267,Positive
Justice Department sues RealPage over allegedly helping landlords collude to drive up rents,RealPage which makes property management software was sued Friday by the US Justice Department and eight attorneys general for allegedly helping apartment and building managers around the country collude to,TechCrunch,2024-08-25T07:16:13.884931,justice department sue realpage allegedly helping landlord collude drive rent . realpage make property management software sued friday u justice department eight attorney general allegedly helping apartment building manager around country collude,0.8807,Positive
Colorful Capital will stop trying to raise for a fund,Colorful Capitals cofounders William Burckart and Megan Kashner declined to comment,TechCrunch,2024-08-25T07:16:13.884931,colorful capital stop trying raise fund . colorful capital cofounder william burckart megan kashner declined comment,-0.296,Negative
Andrew Ng steps back at Landing AI after announcing new fund,Andrew Ng is stepping down from his role as CEO at Landing AI the computer vision platform he founded in 2017 Dan Maloney formerly the COO will take the reins,TechCrunch,2024-08-25T07:16:13.884931,andrew ng step back landing ai announcing new fund . andrew ng stepping role ceo landing ai computer vision platform founded 2017 dan maloney formerly coo take rein,0.25,Positive
Piramidals foundation model for brainwaves could supercharge EEGs,AI models are being applied to every dataset under the sun but are inconsistent in their outcomes This is as true in the medical world as anywhere else but a,TechCrunch,2024-08-25T07:16:13.884931,piramidals foundation model brainwave could supercharge eeg . ai model applied every dataset sun inconsistent outcome true medical world anywhere else,0.4215,Positive
Lifetime ban Shock as AFL umpire struck,An AFL umpire was left bloodied and had to be replaced after being struck by an object thrown from the crowd in a cowardly act,News AU,2024-08-25T07:16:16.005686,lifetime ban shock afl umpire struck . afl umpire left bloodied replaced struck object thrown crowd cowardly act,-0.8957,Negative
Fan holding four pints takes a screamer,Watch as an England cricket fan pulls off the catch of the day with four pints in hand leaving commentators stunned,News AU,2024-08-25T07:16:16.005686,fan holding four pint take screamer . watch england cricket fan pull catch day four pint hand leaving commentator stunned,0.7506,Positive
We had to GWS swipe at Collingwood,Prior to the Giants defeat against the Western Bulldogs in a huge clash in Ballarat another AFL club was firmly on GWS mind,News AU,2024-08-25T07:16:16.005686,gws swipe collingwood . prior giant defeat western bulldog huge clash ballarat another afl club firmly gws mind,-0.1779,Neutral
ExAFL star hospitalised by coward punch,A former AFL star spent overnight in hospital after getting coward punched with the shocking footage surfacing on Sunday,News AU,2024-08-25T07:16:16.005686,exafl star hospitalised coward punch . former afl star spent overnight hospital getting coward punched shocking footage surfacing sunday,-0.8271,Negative
NRL live Sin bin cheap shot light up derby,There is plenty of feeling between local rivals the Sharks and Dragons with a number of flareups and Jesse Ramien binned for a high shot,News AU,2024-08-25T07:16:16.005686,nrl live sin bin cheap shot light derby . plenty feeling local rival shark dragon number flareups jesse ramien binned high shot,-0.4215,Negative
NRL star rushed to hospital for shark bite,Knights backrower Kai PearcePaul was rushed for emergency surgery for a horror injury likened to a shark bite WARNING Graphic,News AU,2024-08-25T07:16:16.005686,nrl star rushed hospital shark bite . knight backrower kai pearcepaul rushed emergency surgery horror injury likened shark bite warning graphic,-0.8885,Negative
World Cup shift after Aussie skippers fears,As trouble continues to make Bangladesh unsafe for travel the ICC has heeded player wishes and moved Octobers T20 World Cup,News AU,2024-08-25T07:16:16.005686,world cup shift aussie skipper fear . trouble continues make bangladesh unsafe travel icc heeded player wish moved october t20 world cup,-0.4939,Negative
Federers iconic tennis coach dead at 59,The tennis world has paid tribute after the man who coached Swiss maestro Roger Federer to his first Wimbledon title died,News AU,2024-08-25T07:16:16.005686,federers iconic tennis coach dead 59. tennis world paid tribute man coached swiss maestro roger federer first wimbledon title died,-0.836,Negative
Aussies in 46year US Open first,Its been nearly half a century since there were as many Australians in the main draw of the US Open as there are now with two seeded men leading the charge,News AU,2024-08-25T07:16:16.005686,aussie 46year u open first . nearly half century since many australian main draw u open two seeded men leading charge,0.0,Neutral
Darts prodigy is here to win in Australia,Luke Littler has taken the darts world by storm this year and the teenager is in Australia this week determined to continue his red hot form,News AU,2024-08-25T07:16:16.005686,dart prodigy win australia . luke littler taken dart world storm year teenager australia week determined continue red hot form,0.7351,Positive
Absolutely hate it Aussies in Paris drama,A new rule at the Olympics athletics events is sure to divide athletes and fans and produce high drama in Paris writes Sally Pearson,News AU,2024-08-25T07:16:16.005686,absolutely hate aussie paris drama . new rule olympics athletics event sure divide athlete fan produce high drama paris writes sally pearson,-0.101,Neutral
Astonishing rise set to flip F1 in 215m race,Daniel Ricciardo has been given a reality check as the urgency mounts at Red Bull amid a threehorse race to replace a struggling driver,News AU,2024-08-25T07:16:16.005686,astonishing rise set flip f1 215m race . daniel ricciardo given reality check urgency mount red bull amid threehorse race replace struggling driver,-0.4215,Negative
Ricciardos F1 nightmare gets even worse,Australian Formula 1 star Daniel Ricciardo had a chance to prove Red Bull bosses wrong but it all went pearshaped on Sunday,News AU,2024-08-25T07:16:16.005686,ricciardos f1 nightmare get even worse . australian formula 1 star daniel ricciardo chance prove red bull boss wrong went pearshaped sunday,-0.6369,Negative
Not up to scratch Ricciardo pins shy qualifying on car defects,Bundled out of qualifying at the first hurdle Daniel Ricciardo has suggested there were underlying issues with his car in the Netherlands,News AU,2024-08-25T07:16:16.005686,scratch ricciardo pin shy qualifying car defect . bundled qualifying first hurdle daniel ricciardo suggested underlying issue car netherlands,-0.5267,Negative
Influencers go to war in heated feud,Two sporting social media influencers are engaged in an ugly online spat after one called out the other for stealing her content,News AU,2024-08-25T07:16:16.005686,influencers go war heated feud . two sporting social medium influencers engaged ugly online spat one called stealing content,-0.891,Negative
Should be cancelled Stars shock admission,Former UFC and WWE star Ronda Rousey has delivered a stunning admission after sharing a conspiracy theory video online,News AU,2024-08-25T07:16:16.005686,cancelled star shock admission . former ufc wwe star ronda rousey delivered stunning admission sharing conspiracy theory video online,-0.3818,Negative
Sleazy Hawk Tuah girls latest act slammed,A legendary US sports broadcaster has savaged the Hawk Tuah girl after the viral star continued to milk her 15 minutes of fame,News AU,2024-08-25T07:16:16.005686,sleazy hawk tuah girl latest act slammed . legendary u sport broadcaster savaged hawk tuah girl viral star continued milk 15 minute fame,-0.0258,Neutral
Patty Mills 5m NBA lifeline revealed,A standout Olympic performance from Patty Mills has seemingly landed the 36yearold Aussie another lifeline to stay in the NBA,News AU,2024-08-25T07:16:16.005686,patty mill 5m nba lifeline revealed . standout olympic performance patty mill seemingly landed 36yearold aussie another lifeline stay nba,0.0,Neutral
Absurd star blowing football world away,Ronaldo and Messi are considered two of the greatest players of all time but this 24yearold is closing the gap on the duo,News AU,2024-08-25T07:16:16.005686,absurd star blowing football world away . ronaldo messi considered two greatest player time 24yearold closing gap duo,0.6369,Positive
ExSocceroo returns to ALeague,Central Coast Mariners ALeague title defence will be boosted by the return of a former Socceroo,News AU,2024-08-25T07:16:16.005686,exsocceroo return aleague . central coast mariner aleague title defence boosted return former socceroo,0.4404,Positive
Potions and witchcraft Tszyus otherworldly fight tuneup,Nikita Tszyu has opened up on his leftfield preparation techniques while shutting down talk about a fight with Michael Zerafa,News AU,2024-08-25T07:16:16.005686,potion witchcraft tszyus otherworldly fight tuneup . nikita tszyu opened leftfield preparation technique shutting talk fight michael zerafa,-0.6369,Negative
Scotts 390m monster in 30m surge,Playing at high altitude in Colorado the worlds best golfers are smacking the ball a mile and the Aussie star didnt miss out,News AU,2024-08-25T07:16:16.005686,scott 390m monster 30m surge . playing high altitude colorado world best golfer smacking ball mile aussie star didnt miss,0.7539,Positive
A SuperCoach NRL fans quick guide to SuperCoach NBL,If you love playing SuperCoach NRL youre going to have a blast with SuperCoach NBL Check out all the features you know and love and whats new,News AU,2024-08-25T07:16:16.005686,supercoach nrl fan quick guide supercoach nbl . love playing supercoach nrl youre going blast supercoach nbl check feature know love whats new,0.91,Positive
Folaus bombshell claims on viral post,Israel Folau has opened up about the social media post that ended his Wallabies career slamming the media and calling his treatment unfair,News AU,2024-08-25T07:16:16.005686,folaus bombshell claim viral post . israel folau opened social medium post ended wallaby career slamming medium calling treatment unfair,-0.4767,Negative
Wallaby keen to build on bittersweet comeback,Having finally made his return from injury a Wallabies prop wants to take his game to the next level on Australias tour of Argentina,News AU,2024-08-25T07:16:16.005686,wallaby keen build bittersweet comeback . finally made return injury wallaby prop want take game next level australia tour argentina,-0.0772,Neutral
Tips inside mail for Wagga Taree on Monday 250 best bet,A Wagga specialist who wasnt disgraced in town last time out can get the cash for punters on Monday Get Shayne OCasss best bets value picks and quaddie selections for Wagga and Taree,News AU,2024-08-25T07:16:16.005686,tip inside mail wagga taree monday 250 best bet . wagga specialist wasnt disgraced town last time get cash punter monday get shayne ocasss best bet value pick quaddie selection wagga taree,0.9229,Positive
ExAussie comes clean on shock defection,Threetime Olympic medallist Matthew Richardson has spoken out after he turned his back on Australia weeks after the Olympics finished,News AU,2024-08-25T07:16:16.005686,exaussie come clean shock defection . threetime olympic medallist matthew richardson spoken turned back australia week olympics finished,-0.3182,Negative
