Title,Description,Source,Fetched Date,Combined Text,Sentiment,Score
Peloton adds 95 activation fee for used equipment,The move is an effort to squeeze additional revenue from secondhand products over concerns that cheaper slightly used bikes treadmills and rowers could cannibalize used sales,TechCrunch,2024-08-24T11:50:31.795308,peloton add 95 activation fee used equipment . move effort squeeze additional revenue secondhand product concern cheaper slightly used bike treadmill rower could cannibalize used sale,0.0,Neutral
Last day for massive ticket savings to TechCrunch Disrupt 2024,Time is running out These are the last hours to save up to 600 on TechCrunch Disrupt 2024 tickets offer ends tonight at 1159 pm PT Join 10000 startup,TechCrunch,2024-08-24T11:50:31.795308,last day massive ticket saving techcrunch disrupt 2024. time running last hour save 600 techcrunch disrupt 2024 ticket offer end tonight 1159 pm pt join 10000 startup,0.6597,Positive
Meta and Spotify CEOs criticize AI regulation in the EU,Meta and Spotify are once again teaming up this time on the matter of open source or to be precise openweight AI which the companies claim are being hampered,TechCrunch,2024-08-24T11:50:31.795308,meta spotify ceo criticize ai regulation eu . meta spotify teaming time matter open source precise openweight ai company claim hampered,-0.3612,Negative
AI talent managers technocapitalist college towns and a rise in defense tech acquisitions,This week on Equity are some deals that are unusual for a few reasons some good some well well find out First up is,TechCrunch,2024-08-24T11:50:31.795308,ai talent manager technocapitalist college town rise defense tech acquisition . week equity deal unusual reason good well well find first,0.8555,Positive
Tingit is building a marketplace for zeroeffort repairs starting with fashion,Tingit a startup out of Lithuania wants to help people restore their used clothing to their former glory with its newly launched repairs marketplace,TechCrunch,2024-08-24T11:50:31.795308,tingit building marketplace zeroeffort repair starting fashion . tingit startup lithuania want help people restore used clothing former glory newly launched repair marketplace,0.8481,Positive
After changing its license Redis drops its biggest release yet,Redis the company behind the popular inmemory data store which is often used as a cache vector database or streaming engine today announced the launch of Redis 8 With this,TechCrunch,2024-08-24T11:50:31.795308,changing license redis drop biggest release yet . redis company behind popular inmemory data store often used cache vector database streaming engine today announced launch redis 8,0.1779,Neutral
360 One lifts its valuation of Indias National Stock Exchange to 299B,360 One Asset an investor in National Stock Exchange NSE has increased its valuation for Indias top stock exchange to 299 billion,TechCrunch,2024-08-24T11:50:31.795308,360 one lift valuation india national stock exchange 299b . 360 one asset investor national stock exchange nse increased valuation india top stock exchange 299 billion,0.6597,Positive
Get in on the ground floor with Teslas humanoid by pretending to be one for pay,Tesla is hiring individuals standing between 57 and 511 to carry up to 30 pounds for seven hours a day to train its Optimus robot,TechCrunch,2024-08-24T11:50:31.795308,get ground floor tesla humanoid pretending one pay . tesla hiring individual standing 57 511 carry 30 pound seven hour day train optimus robot,0.0,Neutral
DeepMind workers sign letter in protest of Googles defense contracts,At least 200 workers at DeepMind Googles AI RD division are displeased with Googles reported defense contracts and according to Time they circulated a letter internally back in May,TechCrunch,2024-08-24T11:50:31.795308,deepmind worker sign letter protest google defense contract . least 200 worker deepmind google ai rd division displeased google reported defense contract according time circulated letter internally back may,-0.4404,Negative
NASA to decide Saturday whether astronauts will ride Boeings Starliner home or use SpaceXs Dragon instead,NASA officials will announce their final decision on Saturday as to whether two NASA astronauts Butch Wilmore and Sunita Williams will return to Earth on Boeings Starliner spacecraft,TechCrunch,2024-08-24T11:50:31.795308,nasa decide saturday whether astronaut ride boeings starliner home use spacexs dragon instead . nasa official announce final decision saturday whether two nasa astronaut butch wilmore sunita williams return earth boeings starliner spacecraft,0.0,Neutral
Influencers go to war in heated feud,Two sporting social media influencers are engaged in an ugly online spat after one called out the other for stealing her content,News AU,2024-08-24T11:50:34.960528,influencers go war heated feud . two sporting social medium influencers engaged ugly online spat one called stealing content,-0.891,Negative
Coach goes nuclear as star faces NRL ban,An NRL coach has delivered a blistering takedown of match officials in the wake of a stars act that went unpunished on Friday,News AU,2024-08-24T11:50:34.960528,coach go nuclear star face nrl ban . nrl coach delivered blistering takedown match official wake star act went unpunished friday,-0.5574,Negative
Should be cancelled Stars shock admission,Former UFC and WWE star Ronda Rousey has delivered a stunning admission after sharing a conspiracy theory video online,News AU,2024-08-24T11:50:34.960528,cancelled star shock admission . former ufc wwe star ronda rousey delivered stunning admission sharing conspiracy theory video online,-0.3818,Negative
Daniel Ricciardo act caught on camera,Australian Formula 1 driver Daniel Ricciardo has gone viral after one sneaky act was caught on camera in the middle of a session,News AU,2024-08-24T11:50:34.960528,daniel ricciardo act caught camera . australian formula 1 driver daniel ricciardo gone viral one sneaky act caught camera middle session,-0.2263,Neutral
Blowing up the club AFL star called out,After Melbournes seasonconcluding loss to Collingwood an injured superstar was called out as the club risks a major drop off,News AU,2024-08-24T11:50:34.960528,blowing club afl star called . melbourne seasonconcluding loss collingwood injured superstar called club risk major drop,-0.802,Negative
Outrageous Legend erupts over banner,An AFL legend has taken aim at Melbourne over one detail in their banner ahead of their final game of the season on Friday,News AU,2024-08-24T11:50:34.960528,outrageous legend erupts banner . afl legend taken aim melbourne one detail banner ahead final game season friday,-0.4588,Negative
NRLW Rd 5 Cowboys heap more misery on Raiders,The Cowboys have kept in touch with the top four after heaping more misery on the Raiders while the Knights overcame a bizarre delay to beat Parramatta See all the NRLW Round 5 news,News AU,2024-08-24T11:50:34.960528,nrlw rd 5 cowboy heap misery raider . cowboy kept touch top four heaping misery raider knight overcame bizarre delay beat parramatta see nrlw round 5 news,-0.8807,Negative
NRL Live Raiders keeping ahead of struggling Panthers,Canberra weathered a storm of Panthers attack and have regained the lead through superstar youngster Kaeo Weekes Follow along for live score updates and SuperCoach news,News AU,2024-08-24T11:50:34.960528,nrl live raider keeping ahead struggling panther . canberra weathered storm panther attack regained lead superstar youngster kaeo weekes follow along live score update supercoach news,-0.7096,Negative
World Cup shift after Aussie skippers fears,As trouble continues to make Bangladesh unsafe for travel the ICC has heeded player wishes and moved Octobers T20 World Cup,News AU,2024-08-24T11:50:34.960528,world cup shift aussie skipper fear . trouble continues make bangladesh unsafe travel icc heeded player wish moved october t20 world cup,-0.4939,Negative
No idea Smiths frank Test admission,While he locked in his Big Bash future there are still a few questions Australian batting dynamo Steve Smith cant answer,News AU,2024-08-24T11:50:34.960528,idea smith frank test admission . locked big bash future still question australian batting dynamo steve smith cant answer,0.0,Neutral
Federers iconic tennis coach dead at 59,The tennis world has paid tribute after the man who coached Swiss maestro Roger Federer to his first Wimbledon title died,News AU,2024-08-24T11:50:34.960528,federers iconic tennis coach dead 59. tennis world paid tribute man coached swiss maestro roger federer first wimbledon title died,-0.836,Negative
Aussies in 46year US Open first,Its been nearly half a century since there were as many Australians in the main draw of the US Open as there are now with two seeded men leading the charge,News AU,2024-08-24T11:50:34.960528,aussie 46year u open first . nearly half century since many australian main draw u open two seeded men leading charge,0.0,Neutral
Darts prodigy is here to win in Australia,Luke Littler has taken the darts world by storm this year and the teenager is in Australia this week determined to continue his red hot form,News AU,2024-08-24T11:50:34.960528,dart prodigy win australia . luke littler taken dart world storm year teenager australia week determined continue red hot form,0.7351,Positive
Absolutely hate it Aussies in Paris drama,A new rule at the Olympics athletics events is sure to divide athletes and fans and produce high drama in Paris writes Sally Pearson,News AU,2024-08-24T11:50:34.960528,absolutely hate aussie paris drama . new rule olympics athletics event sure divide athlete fan produce high drama paris writes sally pearson,-0.101,Neutral
Astonishing rise set to flip F1 in 215m race,Daniel Ricciardo has been given a reality check as the urgency mounts at Red Bull amid a threehorse race to replace a struggling driver,News AU,2024-08-24T11:50:34.960528,astonishing rise set flip f1 215m race . daniel ricciardo given reality check urgency mount red bull amid threehorse race replace struggling driver,-0.4215,Negative
Son of Aussie legends massive F1 promotion,Australia could have three drivers in Formula One next season after the son of an Aussie legend was promoted to the big time,News AU,2024-08-24T11:50:34.960528,son aussie legend massive f1 promotion . australia could three driver formula one next season son aussie legend promoted big time,0.4215,Positive
Sleazy Hawk Tuah girls latest act slammed,A legendary US sports broadcaster has savaged the Hawk Tuah girl after the viral star continued to milk her 15 minutes of fame,News AU,2024-08-24T11:50:34.960528,sleazy hawk tuah girl latest act slammed . legendary u sport broadcaster savaged hawk tuah girl viral star continued milk 15 minute fame,-0.0258,Neutral
Patty Mills 5m NBA lifeline revealed,A standout Olympic performance from Patty Mills has seemingly landed the 36yearold Aussie another lifeline to stay in the NBA,News AU,2024-08-24T11:50:34.960528,patty mill 5m nba lifeline revealed . standout olympic performance patty mill seemingly landed 36yearold aussie another lifeline stay nba,0.0,Neutral
ExSocceroo returns to ALeague,Central Coast Mariners ALeague title defence will be boosted by the return of a former Socceroo,News AU,2024-08-24T11:50:34.960528,exsocceroo return aleague . central coast mariner aleague title defence boosted return former socceroo,0.4404,Positive
Socceroo extends stay at German club,On the eve of his likely Bundesliga debut a Socceroos star has secured his longterm future at his German club,News AU,2024-08-24T11:50:34.960528,socceroo extends stay german club . eve likely bundesliga debut socceroos star secured longterm future german club,0.4939,Positive
How boxing helped Mazoudier out of mental health nightmare,Just days ahead of his payperview main event against Nikita Tszyu Koen Mazoudier has opened up on his drug and mental health anguish and how boxing saved him,News AU,2024-08-24T11:50:34.960528,boxing helped mazoudier mental health nightmare . day ahead payperview main event nikita tszyu koen mazoudier opened drug mental health anguish boxing saved,-0.2732,Negative
Scotts 390m monster in 30m surge,Playing at high altitude in Colorado the worlds best golfers are smacking the ball a mile and the Aussie star didnt miss out,News AU,2024-08-24T11:50:34.960528,scott 390m monster 30m surge . playing high altitude colorado world best golfer smacking ball mile aussie star didnt miss,0.7539,Positive
A SuperCoach NRL fans quick guide to SuperCoach NBL,If you love playing SuperCoach NRL youre going to have a blast with SuperCoach NBL Check out all the features you know and love and whats new,News AU,2024-08-24T11:50:34.960528,supercoach nrl fan quick guide supercoach nbl . love playing supercoach nrl youre going blast supercoach nbl check feature know love whats new,0.91,Positive
Folaus bombshell claims on viral post,Israel Folau has opened up about the social media post that ended his Wallabies career slamming the media and calling his treatment unfair,News AU,2024-08-24T11:50:34.960528,folaus bombshell claim viral post . israel folau opened social medium post ended wallaby career slamming medium calling treatment unfair,-0.4767,Negative
Wallaby keen to build on bittersweet comeback,Having finally made his return from injury a Wallabies prop wants to take his game to the next level on Australias tour of Argentina,News AU,2024-08-24T11:50:34.960528,wallaby keen build bittersweet comeback . finally made return injury wallaby prop want take game next level australia tour argentina,-0.0772,Neutral
Eliyass remains unbeaten in Australia with Premiers Cup victory,The Gai Waterhouse and Adrian Botttrained import Eliyass made it backtoback Australian stakes wins from as many starts in the Group 3 Premiers Cup at Randwick,News AU,2024-08-24T11:50:34.960528,eliyass remains unbeaten australia premier cup victory . gai waterhouse adrian botttrained import eliyass made backtoback australian stake win many start group 3 premier cup randwick,0.5859,Positive
Urgent safety recall for popular bike,An urgent recall has been issued for a popular bike after a flaw was detected that could lead to serious injury,News AU,2024-08-24T11:50:34.960528,urgent safety recall popular bike . urgent recall issued popular bike flaw detected could lead serious injury,0.7845,Positive
